# totalCases dailyCases dailyDeceased dailyCasesNormalized dailyDeceasedNormalized Population totalDeceased
156363 3916.42857142857 573.142857142857 0.00258745127089226 6.48079666193513e-05 9.48420799113031e-06 19901
159516 3852.71428571429 562.857142857143 0.00263962623464407 6.37536404069774e-05 9.31400286267533e-06 20465
162488 3843.14285714286 562.857142857143 0.00268880606092709 6.35952550791096e-05 9.31400286267533e-06 21069
165155 3676.14285714286 568.285714285714 0.00273293883235939 6.08317857018336e-05 9.40383334713768e-06 21647
168941 3616.42857142857 555.857142857143 0.00279558850339153 5.98436503727477e-05 9.19816881692124e-06 22172
172434 3551 556.571428571429 0.00285338969222282 5.87609566389646e-05 9.20998861750839e-06 22747
175925 3379.14285714286 536.714285714286 0.00291115778561246 5.5917112617696e-05 8.88139816118558e-06 23227
178972 3229.85714285714 537 0.00296157869095713 5.34467742949813e-05 8.88612608142045e-06 23660
181228 3101.71428571429 521.285714285714 0.00299891034913159 5.13263020696464e-05 8.62609046850311e-06 24114
183957 3067 511.285714285714 0.00304406907925486 5.07518597611108e-05 8.46061326028299e-06 24648
187327 3167.42857142857 491.142857142857 0.00309983489842504 5.24137237236643e-05 8.12729488372532e-06 25085
189973 3004.57142857143 482.428571428571 0.00314362016772009 4.97188091897938e-05 7.98309331656208e-06 25549
192994 2937.14285714286 460.285714285714 0.00319361083232338 4.86030200143667e-05 7.61667949836038e-06 25969
195351 2775.14285714286 451 0.00323261381030087 4.59222892412007e-05 7.46302209072741e-06 26384
197675 2671.85714285714 426.285714285714 0.00327107071349122 4.42131460762986e-05 7.05405699041197e-06 26644
199414 2598 409 0.0032998472000007 4.29909786955872e-05 6.76801781620291e-06 26977
201505 2506.85714285714 387.285714285714 0.00333444848423953 4.14827721406667e-05 6.40869587835351e-06 27359
203591 2323.42857142857 371 0.00336896702987425 3.84474473498862e-05 6.13920442496645e-06 27682
205463 2212.85714285714 345.428571428571 0.00339994436325305 3.66177422189951e-05 5.71605556394643e-06 27967
207428 2062 323.857142857143 0.00343246063466831 3.41214003349888e-05 5.35909758621446e-06 28236
209328 1996.71428571429 332.285714285714 0.00346390130423013 3.30410705613231e-05 5.49857123314285e-06 28710
210717 1863.14285714286 320 0.0034868860884519 3.08307678515258e-05 5.29527066304384e-06 28884
